,,Size,Original_Mean,Pix_min,Pix_max,PixelNum Mask,Mean,Median,Minimum,Maximum,Variance,Skewness,Kurtosis,Energy,Entropy,IDM,Contrast,Correlation,Percentage,Type
15,out/15LabelMapVolume_4out.nrrd,"(256, 256, 1)",88.64141846,0,962,304,145.1348684,147,86,174,152.728521,-1.357918173,6.880268911,0.251886684,2.339763682,0.799404958,0.420695629,0.412170796,19.7348696,Grasa
15,out/15LabelMapVolume_5out.nrrd,"(256, 256, 1)",88.64141846,0,962,309,106.5307443,107,45,156,637.1552037,-0.202864856,2.015698202,0.14488143,3.32260957,0.797172619,0.505654762,0.779623883,3.5410221,Normal
15,out/15LabelMapVolume_6out.nrrd,"(256, 256, 1)",88.64141846,0,962,307,169.7035831,170,140,202,131.5701175,-0.174548098,2.816883867,0.282651245,2.229932676,0.823262439,0.357731297,0.41616327,18.89238913,Grasa
15,out/15LabelMapVolume_7out.nrrd,"(256, 256, 1)",88.64141846,0,962,308,209.1331169,210,176,244,203.4140981,0.030160737,2.503354324,0.235039352,2.468415934,0.815937957,0.37881683,0.513772257,16.10810811,Grasa
15,out/15LabelMapVolume_8out.nrrd,"(256, 256, 1)",88.64141846,0,962,306,226.124183,226,151,273,437.6381734,-0.377248114,3.428239123,0.149137219,3.158467575,0.808260498,0.4199981,0.743359078,17.22038574,Grasa
16,out/16LabelMapVolume_1out.nrrd,"(256, 256, 1)",128.0128784,0,1303,307,333.6807818,327,221,450,2094.243377,0.383212295,2.571962645,0.040494748,5.008907263,0.59042601,1.598197666,0.753764746,0.811476708,Normal
16,out/16LabelMapVolume_2out.nrrd,"(256, 256, 1)",128.0128784,0,1303,309,433.7864078,423,308,579,3497.883181,0.419709877,2.283375799,0.030857836,5.419406786,0.565428046,1.862053571,0.830787359,1.253736634,Normal
16,out/16LabelMapVolume_3out.nrrd,"(256, 256, 1)",128.0128784,0,1303,306,277.5915033,279,206,363,977.9017579,0.089030245,2.552535961,0.064380048,4.361232941,0.648544893,1.242558885,0.624415695,0.882929557,Normal
16,out/16LabelMapVolume_4out.nrrd,"(256, 256, 1)",128.0128784,0,1303,306,192.7745098,191,149,251,338.5798731,0.389522699,3.072796605,0.158298244,3.096809273,0.743612885,0.590139103,0.510698135,0.419227901,Normal
16,out/16LabelMapVolume_5out.nrrd,"(256, 256, 1)",128.0128784,0,1303,307,249.4788274,262,103,342,2363.102972,-0.740003291,2.951246769,0.047802721,4.816355646,0.639429878,1.254411802,0.831131314,0.919524853,Normal
16,out/16LabelMapVolume_6out.nrrd,"(256, 256, 1)",128.0128784,0,1303,307,197.8892508,199,136,246,342.5479952,-0.402098514,3.343027805,0.144083783,3.221487397,0.705881798,0.750635156,0.395914546,1.001807512,Normal
16,out/16LabelMapVolume_7out.nrrd,"(256, 256, 1)",128.0128784,0,1303,307,219.8078176,218,166,279,517.2953135,0.131596386,2.600014565,0.115481492,3.460558161,0.731528274,0.635439201,0.643484689,1.060903824,Normal
16,out/16LabelMapVolume_8out.nrrd,"(256, 256, 1)",128.0128784,0,1303,308,215.4318182,220,117,278,857.6349616,-0.788370098,3.914476606,0.092744465,3.986636403,0.666567096,1.035214937,0.652902092,0.10792304,Normal
17,out/17LabelMapVolume_1out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1224,296.9403595,299,181,370,718.0086979,-0.385898317,4.244201144,0.1353187,3.476004188,0.80555658,0.427877017,0.825206579,0.02238507,Normal
17,out/17LabelMapVolume_2out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1224,113.1013072,103,29,279,2055.133528,0.889271403,3.608287179,0.066634859,4.50787226,0.717653866,0.772379265,0.881661131,1.544968144,Normal
17,out/17LabelMapVolume_3out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1223,263.5584628,265,171,347,983.319354,-0.221389722,2.800489737,0.083550584,4.025902612,0.736523814,0.668158881,0.798616974,2.88081862,Normal
17,out/17LabelMapVolume_4out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1222,337.589198,339,82,459,2638.844335,-0.447054316,4.128948203,0.041935327,5.12789749,0.652679836,1.342021196,0.83938856,3.684573769,Normal
17,out/17LabelMapVolume_5out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1223,142.2248569,139,23,337,3233.821067,0.407349419,2.723358275,0.026342565,5.60189346,0.550348831,2.115377991,0.794853254,21.83973362,Grasa
17,out/17LabelMapVolume_6out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1224,422.4403595,425,344,501,867.3624561,-0.246359458,2.630691162,0.115253976,3.577322603,0.808751001,0.409724896,0.855355881,0.091914805,Normal
17,out/17LabelMapVolume_7out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1223,267.0834015,271,133,329,778.7207629,-1.496898912,6.799949967,0.1589777,3.314356583,0.803885966,0.436409568,0.822129439,0.234165168,Normal
17,out/17LabelMapVolume_8out.nrrd,"(512, 512, 1)",154.5325737,0,1213,1221,351.3079443,353,244,427,1019.580846,-0.392143015,3.115711883,0.118369622,3.600784962,0.827219805,0.357937064,0.889128605,1.841642367,Normal
18,out/18LabelMapVolume_1out.nrrd,"(512, 320, 1)",133.4695618,0,557,1372,185.5553936,186,149,219,232.5486808,-0.073785107,2.192550691,0.264634017,2.274014731,0.902681872,0.194636255,0.795054241,2.18369419,Normal
18,out/18LabelMapVolume_2out.nrrd,"(512, 320, 1)",133.4695618,0,557,1370,187.0562044,190,111,223,266.7785929,-2.052321139,8.181557088,0.45191666,1.989787435,0.90454063,0.19915694,0.790344015,2.178181372,Normal
18,out/18LabelMapVolume_3out.nrrd,"(512, 320, 1)",133.4695618,0,557,1371,173.6666667,176,111,194,126.473134,-1.1522842,5.053278376,0.337487979,1.914830215,0.905825769,0.188348462,0.710360388,3.648257676,Normal
18,out/18LabelMapVolume_4out.nrrd,"(512, 320, 1)",133.4695618,0,557,1372,176.7441691,178,130,203,158.1014602,-0.65982529,3.145095063,0.359991918,1.902722379,0.902687273,0.194625455,0.682052083,3.290520363,Normal
18,out/18LabelMapVolume_5out.nrrd,"(512, 320, 1)",133.4695618,0,557,1372,185.6946064,187,133,221,197.5838485,-0.391546886,3.152219536,0.286000363,2.372749732,0.867258782,0.267314496,0.679368362,3.775247559,Normal
18,out/18LabelMapVolume_6out.nrrd,"(512, 320, 1)",133.4695618,0,557,1371,188.3522976,195,100,232,559.4769076,-0.957185851,3.432613368,0.184439971,2.935781352,0.849104542,0.307278863,0.836099722,3.830088686,Normal
18,out/18LabelMapVolume_7out.nrrd,"(512, 320, 1)",133.4695618,0,557,1371,222.5353756,226,161,261,452.571141,-0.656699061,2.689306452,0.239395855,2.651472614,0.899560605,0.200878791,0.869776054,1.207880935,Normal
18,out/18LabelMapVolume_8out.nrrd,"(512, 320, 1)",133.4695618,0,557,1371,196.8942378,195,160,247,170.6693395,0.661100695,3.643176308,0.377731795,1.902897151,0.912362777,0.175274446,0.726548724,1.437676041,Normal
19,out/19LabelMapVolume_1out.nrrd,"(256, 256, 1)",97.69776917,0,1061,307,163.6742671,163,112,205,227.5746798,-0.177952596,3.507538974,0.250204637,2.611143927,0.798602198,0.454255759,0.455125473,0.144989339,Normal
19,out/19LabelMapVolume_2out.nrrd,"(256, 256, 1)",97.69776917,0,1061,305,170.3344262,171,133,208,131.9799624,-0.15285059,3.195601982,0.236632475,2.361126598,0.768573608,0.497292143,0.215765498,2.147956747,Normal
19,out/19LabelMapVolume_3out.nrrd,"(256, 256, 1)",97.69776917,0,1061,307,140.1954397,144,62,172,369.414572,-1.209548977,4.638730031,0.167314661,3.012777339,0.734798385,0.656896161,0.526316541,0.051304342,Normal
19,out/19LabelMapVolume_4out.nrrd,"(256, 256, 1)",97.69776917,0,1061,306,129.9934641,131,69,188,446.7450553,-0.252034971,3.267132383,0.140167501,3.404780154,0.733443362,0.702664664,0.557939488,2.997816089,Normal
19,out/19LabelMapVolume_5out.nrrd,"(256, 256, 1)",97.69776917,0,1061,306,245.8464052,244.5,153,330,927.1365394,-0.068691266,2.668474504,0.091212726,3.912153212,0.739181988,0.739252011,0.749131122,1.559538306,Normal
19,out/19LabelMapVolume_6out.nrrd,"(256, 256, 1)",97.69776917,0,1061,306,279.3496732,280,183,345,854.9659639,-0.325302778,3.158549319,0.09976121,3.791445449,0.723305079,0.718540936,0.716792069,3.793452515,Normal
19,out/19LabelMapVolume_7out.nrrd,"(256, 256, 1)",97.69776917,0,1061,306,201.0359477,202,158,242,215.9496882,-0.063381,2.715708562,0.226100142,2.556909869,0.8066749,0.429545886,0.461532646,1.881596944,Normal
19,out/19LabelMapVolume_8out.nrrd,"(256, 256, 1)",97.69776917,0,1061,304,181.7335526,186,93,247,707.971769,-0.61541209,3.111346165,0.097448488,3.818682213,0.683870697,0.889010883,0.612844137,1.464343516,Normal
20,out/20LabelMapVolume_1out.nrrd,"(512, 512, 1)",235.2506371,0,2589,990,535.930303,556,332,658,4439.878981,-1.051080327,3.280092498,0.043311267,5.233669501,0.620615011,1.486475267,0.895784506,3.120517001,Normal
20,out/20LabelMapVolume_2out.nrrd,"(512, 512, 1)",235.2506371,0,2589,991,534.7971746,543,361,645,1795.941707,-0.911880624,3.852719032,0.062390118,4.631331375,0.67656912,1.11901094,0.806427031,3.968159697,Normal
20,out/20LabelMapVolume_3out.nrrd,"(512, 512, 1)",235.2506371,0,2589,992,537.0514113,550,344,625,2963.087075,-0.753584389,2.877151183,0.056221602,4.808421885,0.695500899,0.991057101,0.895608474,5.43810883,Grasa
20,out/20LabelMapVolume_4out.nrrd,"(512, 512, 1)",235.2506371,0,2589,991,536.7336024,553,241,631,3881.35991,-2.518982514,9.862352711,0.097683257,4.343177499,0.726564605,0.890089646,0.927757659,6.843842014,Grasa
20,out/20LabelMapVolume_5out.nrrd,"(512, 512, 1)",235.2506371,0,2589,991,499.7749748,502,274,1094,6269.431705,2.368161553,19.68952917,0.046382958,5.240059694,0.608866028,2.933797178,0.846536301,6.362428249,Grasa
20,out/20LabelMapVolume_6out.nrrd,"(512, 512, 1)",235.2506371,0,2589,988,534.8178138,535,455,600,555.3493993,-0.280218377,3.219450316,0.121362956,3.53819342,0.747086925,0.601009962,0.69389973,6.485606887,Grasa
20,out/20LabelMapVolume_7out.nrrd,"(512, 512, 1)",235.2506371,0,2589,990,501.4727273,504,300,661,3489.845216,-0.497364876,3.367190552,0.038183225,5.313103361,0.653134188,1.269624825,0.888384339,4.663287853,Normal
20,out/20LabelMapVolume_8out.nrrd,"(512, 512, 1)",235.2506371,0,2589,992,515.6441532,515,409,608,1050.001397,0.151773017,2.807523919,0.073686089,4.187400233,0.698935889,0.814619965,0.761223969,5.396278381,Grasa
21,out/21LabelMapVolume_1out.nrrd,"(640, 520, 1)",81.37288161,0,433,1715,90.60408163,90,57,135,235.3365431,0.241237512,2.49963183,0.321250078,2.151732799,0.927835332,0.144329336,0.842885458,23.69539719,Grasa
21,out/21LabelMapVolume_2out.nrrd,"(640, 520, 1)",81.37288161,0,433,1717,90.93476995,88,61,131,173.661441,0.779342566,3.268734903,0.471525033,1.724245845,0.93553231,0.128935379,0.776982255,22.2192283,Grasa
21,out/21LabelMapVolume_3out.nrrd,"(640, 520, 1)",81.37288161,0,433,1715,82.13702624,82,59,103,54.54623839,-0.065608501,2.791923314,0.635998032,1.118442979,0.949436955,0.101126091,0.639830853,25.82926255,Grasa
21,out/21LabelMapVolume_4out.nrrd,"(640, 520, 1)",81.37288161,0,433,1716,79.69055944,79,47,106,72.40249829,0.197307613,3.509181899,0.448393182,1.617923598,0.928795616,0.142408768,0.702241214,23.04088661,Grasa
21,out/21LabelMapVolume_5out.nrrd,"(640, 520, 1)",81.37288161,0,433,1717,110.4088526,113,70,148,272.4245693,-0.340931309,2.364815965,0.306470564,2.133059618,0.931698149,0.136603702,0.858486169,4.100670974,Normal
21,out/21LabelMapVolume_6out.nrrd,"(640, 520, 1)",81.37288161,0,433,1715,92.28688047,93,60,122,115.2844634,-0.167117578,2.701411227,0.412609565,1.779858767,0.916409717,0.167180566,0.689922417,23.46445803,Grasa
21,out/21LabelMapVolume_7out.nrrd,"(640, 520, 1)",81.37288161,0,433,1716,89.997669,89,64,121,75.14801321,0.450863857,3.185781466,0.648411179,1.136979782,0.947224899,0.105550201,0.610803536,24.14780366,Grasa
21,out/21LabelMapVolume_8out.nrrd,"(640, 520, 1)",81.37288161,0,433,1716,80.51515152,80,63,111,51.79639048,0.395183826,3.402863121,0.514861189,1.427379744,0.917164154,0.165671693,0.540410759,27.18805957,Grasa
22,out/22LabelMapVolume_1out.nrrd,"(512, 320, 1)",129.6444275,0,592,1294,225.8438949,229,179,254,199.8937147,-1.105494884,3.956154067,0.374789044,2.01235775,0.909580328,0.180839344,0.787833169,0.692907518,Normal
22,out/22LabelMapVolume_2out.nrrd,"(512, 320, 1)",129.6444275,0,592,1295,212.5405405,215,116,252,309.5116769,-1.612314708,8.421299932,0.325523582,2.379903126,0.887276261,0.2399762,0.797056017,0.071853974,Normal
22,out/22LabelMapVolume_3out.nrrd,"(512, 320, 1)",129.6444275,0,592,1294,129.8462133,128,113,161,58.29396943,1.091370791,4.445645306,0.4962596,1.498640256,0.931145661,0.137708677,0.671015157,0.106821186,Normal
22,out/22LabelMapVolume_4out.nrrd,"(512, 320, 1)",129.6444275,0,592,1294,141.8230294,140,120,178,117.7978931,0.53445433,2.556759521,0.509162793,1.439819589,0.948246203,0.103507594,0.765689565,0.133975284,Normal
22,out/22LabelMapVolume_5out.nrrd,"(512, 320, 1)",129.6444275,0,592,1296,238.4876543,240,193,265,167.7297859,-0.789790944,3.617614561,0.395048878,1.975954263,0.91390739,0.17218522,0.744660916,0.538896777,Normal
22,out/22LabelMapVolume_6out.nrrd,"(512, 320, 1)",129.6444275,0,592,1295,249.3814672,257,162,281,443.6583438,-1.399868555,4.685647101,0.353549858,2.282881974,0.906630008,0.189657326,0.869400668,0.756727712,Normal
22,out/22LabelMapVolume_7out.nrrd,"(512, 320, 1)",129.6444275,0,592,1295,238.2223938,249,101,270,1015.857877,-2.359462581,8.437214824,0.243578205,2.768836698,0.862550531,0.294285577,0.912851296,0.505645849,Normal
22,out/22LabelMapVolume_8out.nrrd,"(512, 320, 1)",129.6444275,0,592,1296,221.2476852,227,139,260,462.5705965,-1.424104467,5.051840811,0.297768644,2.528493505,0.887251824,0.233736787,0.858387495,0.450373781,Normal
23,out/23LabelMapVolume_1out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,501,540.4133404,533.8879121,362.5164835,738.2153846,4756.900536,0.107660354,2.600472732,0.014042054,6.525553805,0.39417167,6.824962688,0.562289776,10.6956356,Grasa
23,out/23LabelMapVolume_2out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,502,540.1902631,540.4791209,402.0637363,698.6681319,2474.322539,0.040816537,3.138745756,0.029553756,5.670180761,0.467694782,3.961873231,0.495471992,12.26542941,Grasa
23,out/23LabelMapVolume_3out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,500,552.8705934,553.6615385,382.2901099,731.6241758,2700.724398,-0.043478207,3.321888524,0.024861047,5.847702459,0.446829257,4.527712393,0.488910012,12.22025877,Grasa
23,out/23LabelMapVolume_4out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,500,564.853411,563.5483516,329.5604396,764.5802198,5113.13664,-0.135380475,3.222914028,0.014196772,6.625378972,0.362831775,8.074015178,0.515035295,6.094639509,Grasa
23,out/23LabelMapVolume_5out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,502,510.9762401,514.1142857,270.2395604,738.2153846,5792.354292,-0.188762641,3.337155705,0.011694717,6.919633331,0.321356139,12.51012018,0.346103984,11.35428216,Grasa
23,out/23LabelMapVolume_6out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,502,514.1405455,514.1142857,237.2835165,757.989011,7425.640418,-0.100284466,3.109362858,0.009152788,7.191463822,0.283722095,15.13541523,0.365581652,9.062860291,Grasa
23,out/23LabelMapVolume_7out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,502,425.9207609,421.8373626,204.3274725,711.8505495,6945.188929,0.320242133,3.305498326,0.010570902,7.088798855,0.292410603,16.20498585,0.262557536,18.40025166,Grasa
23,out/23LabelMapVolume_8out.nrrd,"(480, 480, 1)",304.0746611,0,2082.821978,502,510.2803555,514.1142857,184.5538462,777.7626374,7618.123393,-0.279309459,3.275360582,0.009419549,7.183635623,0.300342235,13.79925228,0.446021167,8.701043076,Grasa
24,out/24LabelMapVolume_1out.nrrd,"(640, 540, 1)",150.1842188,0,603,1716,118.5594406,118,84,154,121.8455344,0.051712969,2.718079283,0.385885672,1.824572782,0.906749329,0.186865861,0.652366615,5.236430362,Grasa
24,out/24LabelMapVolume_2out.nrrd,"(640, 540, 1)",150.1842188,0,603,1715,166.0944606,166,137,197,117.0278119,0.156739437,2.523719001,0.414410522,1.836689509,0.902154209,0.195691582,0.626235379,13.58638643,Grasa
24,out/24LabelMapVolume_3out.nrrd,"(640, 540, 1)",150.1842188,0,603,1717,145.9260338,146,108,174,107.9857928,-0.171816601,3.298572493,0.361286308,1.826788205,0.905065147,0.189869706,0.653359257,11.53735862,Grasa
24,out/24LabelMapVolume_4out.nrrd,"(640, 540, 1)",150.1842188,0,603,1716,156.2762238,156,107,219,425.7885023,0.170288952,2.762689153,0.176593836,2.961275619,0.844268514,0.314013063,0.794736382,13.69720635,Grasa
24,out/24LabelMapVolume_5out.nrrd,"(640, 540, 1)",150.1842188,0,603,1714,154.0105018,155,98,202,245.1469142,-0.365069774,3.611820117,0.251567125,2.553002457,0.850448757,0.307833298,0.675422996,5.345091528,Grasa
24,out/24LabelMapVolume_6out.nrrd,"(640, 540, 1)",150.1842188,0,603,1716,141.0367133,143,82,186,328.9293048,-0.42940086,2.829929665,0.203851017,2.741121898,0.855399521,0.291019183,0.77015745,7.298573193,Grasa
24,out/24LabelMapVolume_7out.nrrd,"(640, 540, 1)",150.1842188,0,603,1716,180.7558275,182,121,217,208.9432935,-0.753889576,4.466214503,0.31350823,2.331491904,0.869078798,0.2629353,0.687937898,17.48756702,Grasa
24,out/24LabelMapVolume_8out.nrrd,"(640, 540, 1)",150.1842188,0,603,1716,181.004662,182,132,210,134.273871,-0.625299019,3.954497528,0.416402732,1.86782339,0.902841736,0.194680827,0.655240918,13.09036661,Grasa
25,out/25LabelMapVolume_1out.nrrd,"(640, 520, 1)",134.7440685,0,486,1714,149.4264877,150,111,179,95.7475131,-0.365143806,3.736876288,0.341542259,1.844146628,0.908974324,0.182051352,0.681581116,4.655361814,Normal
25,out/25LabelMapVolume_2out.nrrd,"(640, 520, 1)",134.7440685,0,486,1717,157.3389633,160,109,193,229.0965191,-0.538328702,2.862221633,0.338862095,2.159480137,0.913736001,0.172527997,0.794908371,0.508319965,Normal
25,out/25LabelMapVolume_3out.nrrd,"(640, 520, 1)",134.7440685,0,486,1717,145.3727432,146,120,173,97.45919882,-0.091548725,2.560434635,0.404317934,1.648622187,0.925213288,0.149573424,0.700581666,3.527632858,Normal
25,out/25LabelMapVolume_4out.nrrd,"(640, 520, 1)",134.7440685,0,486,1715,135.4186589,138,86,161,139.2917801,-1.268727414,5.324282646,0.580263099,1.484837019,0.941989625,0.116020751,0.757645915,4.153999282,Normal
25,out/25LabelMapVolume_5out.nrrd,"(640, 520, 1)",134.7440685,0,486,1716,155.4341492,157,112,191,167.8027732,-0.512757941,3.386306346,0.399274481,1.967439654,0.910359959,0.179280082,0.734068815,4.602169507,Normal
25,out/25LabelMapVolume_6out.nrrd,"(640, 520, 1)",134.7440685,0,486,1715,146.051312,146,113,179,109.4061134,0.107493693,3.057786224,0.364795446,1.843002734,0.897012055,0.20597589,0.61294804,2.947183938,Normal
25,out/25LabelMapVolume_7out.nrrd,"(640, 520, 1)",134.7440685,0,486,1716,172.9452214,176,95,204,260.200962,-2.111433165,8.56012368,0.316529902,2.184742162,0.892327154,0.216438588,0.802238719,4.06702504,Normal
25,out/25LabelMapVolume_8out.nrrd,"(640, 520, 1)",134.7440685,0,486,1715,174.5475219,175,133,207,112.0483248,-0.177198135,3.349668902,0.331590933,1.890015799,0.89798471,0.204030579,0.640998222,3.875018498,Normal
26,out/26LabelMapVolume_1out.nrrd,"(640, 440, 1)",89.87474432,0,431,1717,268.3022714,276,189,302,425.0157957,-1.335628396,4.433447899,0.308660602,2.311365669,0.924101338,0.152161402,0.904822133,1.589395314,Normal
26,out/26LabelMapVolume_2out.nrrd,"(640, 440, 1)",89.87474432,0,431,1714,218.1096849,221.5,126,294,2002.927292,-0.137989232,1.628270981,0.100728721,3.717036919,0.865539094,0.275118483,0.957042412,0.351823294,Normal
26,out/26LabelMapVolume_3out.nrrd,"(640, 440, 1)",89.87474432,0,431,1715,231.8145773,244,139,271,932.5183881,-1.190213503,3.519891776,0.193669454,2.995468723,0.884525113,0.232772374,0.929589147,1.429642678,Normal
26,out/26LabelMapVolume_4out.nrrd,"(640, 440, 1)",89.87474432,0,431,1717,219.8491555,224,141,247,321.7192378,-1.95132602,7.337212055,0.308020657,2.219898245,0.919660776,0.161042525,0.878035669,1.321981829,Normal
26,out/26LabelMapVolume_5out.nrrd,"(640, 440, 1)",89.87474432,0,431,1716,213.1060606,215,127,241,191.6122943,-2.240174927,11.96537893,0.485627821,1.791217561,0.924747118,0.151234804,0.79512806,1.55532546,Normal
26,out/26LabelMapVolume_6out.nrrd,"(640, 440, 1)",89.87474432,0,431,1715,232.7177843,240,121,268,643.9296837,-2.248866492,8.639785874,0.309783318,2.567627888,0.88483772,0.2328762,0.891828929,1.460097738,Normal
26,out/26LabelMapVolume_7out.nrrd,"(640, 440, 1)",89.87474432,0,431,1714,228.5560093,234,136,261,502.1476798,-1.569611808,5.859453451,0.293897821,2.546865821,0.906500637,0.187363689,0.892836564,1.50255985,Normal
26,out/26LabelMapVolume_8out.nrrd,"(640, 440, 1)",89.87474432,0,431,1718,233.5762515,245,131,272,828.2243953,-1.273284151,4.009541966,0.175459087,3.083621427,0.858429242,0.291146367,0.899802557,1.501774965,Normal
